X,Y,Z
-0.07066700,0.07639300,-0.01404200
-0.06971100,0.07641600,-0.01472600
-0.06873300,0.07646300,-0.01551900
-0.06773900,0.07649900,-0.01603700
-0.06672400,0.07656700,-0.01664400
-0.06574900,0.07658400,-0.01707700
-0.06474500,0.07662400,-0.01744700
-0.06374700,0.07664300,-0.01772000
-0.06274100,0.07667800,-0.01794300
-0.06174700,0.07667300,-0.01797000
-0.06074400,0.07669800,-0.01821900
-0.05975900,0.07671000,-0.01852100
-0.05874700,0.07675800,-0.01885900
-0.05774500,0.07678400,-0.01911500
-0.05674500,0.07680000,-0.01923300
-0.05574400,0.07681800,-0.01934400
-0.05474500,0.07683300,-0.01931500
-0.05374700,0.07681800,-0.01922500
-0.05275100,0.07682400,-0.01906600
-0.05174600,0.07679700,-0.01885200
-0.05075100,0.07680800,-0.01868500
-0.04974800,0.07679200,-0.01843600
-0.04874700,0.07677800,-0.01832500
-0.04774400,0.07676500,-0.01821900
-0.04674300,0.07676500,-0.01822900
-0.04573800,0.07678600,-0.01834100
-0.04474100,0.07680600,-0.01859800
-0.04374200,0.07683200,-0.01884800
-0.04274200,0.07682200,-0.01889800
-0.04174500,0.07683400,-0.01887200
-0.04074700,0.07683300,-0.01872800
-0.03975000,0.07685200,-0.01867800
-0.03874300,0.07682500,-0.01863800
-0.03774600,0.07684800,-0.01889200
-0.03674500,0.07687100,-0.01914900
-0.03574800,0.07688600,-0.01927700
-0.02223300,0.17121600,-0.02047300
-0.04513600,0.16064399,-0.00892500
-0.07595500,0.13107701,-0.00722100
-0.06987100,0.11649200,-0.00825800
-0.02876700,0.07816700,-0.03516800
-0.02779100,0.07821800,-0.03596000
-0.02680700,0.07827900,-0.03662700
-0.02578200,0.07833800,-0.03722300
-0.02478500,0.07838000,-0.03773600
-0.02379800,0.07841600,-0.03814600
-0.02280400,0.07845100,-0.03854500
-0.02179600,0.07848600,-0.03892000
-0.02079500,0.07849900,-0.03906100
-0.01978900,0.07850100,-0.03904200
-0.01878900,0.07849000,-0.03883700
-0.01778400,0.07848100,-0.03868400
-0.01678500,0.07847500,-0.03855800
-0.01578400,0.07847800,-0.03856700
-0.01477300,0.07843400,-0.03857700
-0.01376200,0.07846100,-0.03847700
-0.01277600,0.07847100,-0.03832900
-0.01177800,0.07845700,-0.03805500
-0.01078200,0.07845000,-0.03791300
-0.00978100,0.07844500,-0.03777700
-0.00878400,0.07844900,-0.03777700
-0.00778200,0.07846400,-0.03792000
-0.00678600,0.07846900,-0.03789400
-0.00578800,0.07846300,-0.03774900
-0.00477600,0.07843600,-0.03741900
-0.00377500,0.07841200,-0.03703500
-0.00277400,0.07837600,-0.03652900
-0.00175700,0.07833800,-0.03608100
-0.00077400,0.07833400,-0.03589500
0.00023100,0.07832000,-0.03566200
0.00123200,0.07830600,-0.03541700
0.00221100,0.07829400,-0.03520700
0.00322100,0.07827300,-0.03486500
0.00422700,0.07825200,-0.03451100
0.00522600,0.07823500,-0.03424600
0.00623000,0.07823000,-0.03413200
0.00724300,0.07823000,-0.03403100
0.00822700,0.07820500,-0.03373400
0.00921500,0.07814600,-0.03294600
0.01023800,0.07810500,-0.03234900
0.01122800,0.07806800,-0.03182100
0.01224500,0.07803300,-0.03135100
0.01327100,0.07799900,-0.03090300
0.01422400,0.07798100,-0.03054400
0.01526800,0.07793500,-0.02999500
0.01622000,0.07790000,-0.02939600
0.01725200,0.07784700,-0.02868700
0.01826000,0.07781200,-0.02819300
0.01924600,0.07777600,-0.02766300
0.02027100,0.07773300,-0.02709600
0.02125500,0.07770700,-0.02668500
0.02225400,0.07769100,-0.02641100
0.02322600,0.07764600,-0.02583500
0.02425400,0.07760600,-0.02525700
0.02524900,0.07758100,-0.02486800
0.02623200,0.07753000,-0.02420200
0.02724600,0.07746900,-0.02333400
0.00109200,0.11302600,-0.01990400
0.02923100,0.07736200,-0.02191400
0.03024900,0.07731200,-0.02117200
-0.02422100,0.17861500,-0.01962200
-0.04607500,0.15467399,-0.00723500
-0.07221400,0.14945500,-0.03857300
-0.05008000,0.15165401,-0.00422600
-0.05504400,0.14867400,-0.00204700
-0.05704100,0.14868499,-0.00168400
-0.01621600,0.17567199,-0.02521600
-0.07198900,0.13990800,-0.00735500
-0.08803700,0.11381400,0.02696600
-0.03806600,0.15625700,-0.01023600
-0.01629200,0.18009900,-0.02616500
-0.06993800,0.13112800,-0.00863600
-0.03216000,0.17412400,-0.01512200
-0.06428000,0.17390400,-0.06125400
-0.04316900,0.16364700,-0.01010200
-0.04414900,0.16363800,-0.00943400
-0.07686100,0.11638600,-0.00596400
-0.07189800,0.12381100,-0.00847600
-0.07484800,0.06645500,0.00653500
-0.06196400,0.12675500,-0.00826900
-0.07441800,0.06925600,0.02617600
-0.07565800,0.07445900,-0.00795200
-0.07469100,0.07450900,-0.00887800
-0.07362200,0.07470100,-0.00970100
-0.07261700,0.07475900,-0.01083900
-0.07162700,0.07484500,-0.01198600
-0.07064600,0.07491100,-0.01288900
-0.06970100,0.07491000,-0.01358100
-0.06869100,0.07501700,-0.01471100
-0.06768900,0.07509200,-0.01531700
-0.06672700,0.07506100,-0.01564800
-0.06572700,0.07512700,-0.01640500
-0.06473400,0.07515400,-0.01680600
-0.06373100,0.07519400,-0.01717600
-0.06274600,0.07518700,-0.01735400
-0.06173000,0.07524000,-0.01754000
-0.06074400,0.07526000,-0.01766100
-0.05973500,0.07526900,-0.01795300
-0.05873700,0.07530200,-0.01833800
-0.05775100,0.07529500,-0.01852700
-0.05673600,0.07533600,-0.01858700
-0.05573500,0.07535400,-0.01855100
-0.05473900,0.07537900,-0.01851700
-0.05373500,0.07532000,-0.01835200
-0.05274400,0.07535900,-0.01827900
-0.05174500,0.07535400,-0.01815600
-0.05074100,0.07532400,-0.01793700
-0.04974200,0.07532300,-0.01779800
-0.04873600,0.07531200,-0.01768900
-0.04773000,0.07531000,-0.01754400
-0.04672400,0.07531500,-0.01753900
-0.04573300,0.07530900,-0.01771900
-0.04474300,0.07533400,-0.01813900
-0.04373500,0.07537800,-0.01848600
-0.04273700,0.07539600,-0.01858600
-0.04173900,0.07540900,-0.01856100
-0.04074400,0.07539100,-0.01831900
-0.03974700,0.07539200,-0.01816600
-0.03873800,0.07538400,-0.01805600
-0.03773800,0.07537800,-0.01825500
-0.03674000,0.07542500,-0.01876600
-0.03574000,0.07545700,-0.01915100
-0.04088200,0.10848700,-0.01952000
-0.01419000,0.17125100,-0.02445100
-0.04613300,0.16062900,-0.00828800
-0.04106100,0.15623100,-0.00959700
-0.05604500,0.14867800,-0.00182200
-0.02875300,0.07674900,-0.03502900
-0.02774700,0.07681500,-0.03577700
-0.02678200,0.07685400,-0.03633500
-0.02578800,0.07689800,-0.03685700
-0.02478100,0.07696500,-0.03760400
-0.02378200,0.07701900,-0.03824400
-0.02281000,0.07704600,-0.03857400
-0.02181600,0.07706700,-0.03885600
-0.02078800,0.07709400,-0.03904200
-0.01978200,0.07709700,-0.03901500
-0.01878300,0.07708900,-0.03890100
-0.01778100,0.07708600,-0.03880300
-0.01677800,0.07708200,-0.03870300
-0.01577900,0.07707900,-0.03856700
-0.01477400,0.07707000,-0.03844300
-0.01377700,0.07707300,-0.03841400
-0.01277500,0.07706800,-0.03830200
-0.01177100,0.07706400,-0.03820000
-0.01078000,0.07706600,-0.03812800
-0.00977600,0.07705200,-0.03794100
-0.00877600,0.07704300,-0.03778800
-0.00777300,0.07703700,-0.03766600
-0.00676600,0.07702900,-0.03757200
-0.00577500,0.07703500,-0.03753400
-0.00476300,0.07701500,-0.03731000
-0.00376900,0.07699200,-0.03690800
-0.00277900,0.07696900,-0.03648700
-0.00175100,0.07692900,-0.03609100
-0.00076400,0.07692600,-0.03591700
0.00022800,0.07692100,-0.03575400
0.00123200,0.07690800,-0.03552500
0.00224000,0.07689700,-0.03529900
0.00322300,0.07688400,-0.03510500
0.00423100,0.07686200,-0.03475400
0.00522600,0.07684200,-0.03447200
0.00623300,0.07683100,-0.03425300
0.00723900,0.07682400,-0.03413000
0.00823900,0.07680700,-0.03385800
0.00921500,0.07675700,-0.03319000
0.01025000,0.07669500,-0.03235400
0.01127000,0.07662800,-0.03150100
0.01226100,0.07658100,-0.03085800
0.01326800,0.07654300,-0.03050500
0.01425200,0.07653000,-0.03021100
0.01524600,0.07651600,-0.02981100
0.01624300,0.07646800,-0.02916600
0.01725400,0.07642300,-0.02855000
0.01823800,0.07639500,-0.02813600
0.01925300,0.07636400,-0.02766100
0.02024100,0.07632300,-0.02712300
0.02126800,0.07629500,-0.02667500
0.02224900,0.07627200,-0.02638600
0.02323000,0.07624100,-0.02595700
0.02424400,0.07621000,-0.02548100
0.02524200,0.07617400,-0.02496700
0.02625200,0.07613100,-0.02434700
0.02726600,0.07606600,-0.02347600
0.02822500,0.07601000,-0.02278800
0.02923400,0.07595700,-0.02203700
0.03023900,0.07590300,-0.02128000
-0.07193100,0.12826601,-0.00893100
-0.03588200,0.10853500,-0.01992100
-0.07495700,0.13254800,-0.00734300
-0.05801500,0.12816800,-0.00680100
-0.06691000,0.11232600,-0.01153400
-0.06391200,0.11101000,-0.01394700
-0.07248100,0.06965000,0.02973700
-0.08193700,0.12948599,-0.00455200
-0.02318100,0.17417300,-0.02074300
-0.07527800,0.11351100,0.04976400
-0.04212100,0.15915300,-0.01034300
-0.07002700,0.15365900,-0.04897800
-0.04114400,0.16366400,-0.01146800
-0.05186900,0.14427200,-0.00023900
-0.03312600,0.16371900,-0.01489900
-0.07488100,0.11790400,-0.00727600
-0.07388100,0.11792600,-0.00764400
-0.02711200,0.16377001,-0.01587500
-0.07687600,0.11933400,-0.00688200
-0.08492800,0.12649000,-0.00334200
-0.08418900,0.11144600,0.02976000
-0.00486500,0.10309600,-0.02337200
-0.00386300,0.10309300,-0.02325100
-0.07466800,0.07301200,-0.00771700
-0.07366800,0.07309300,-0.00832400
-0.07272900,0.07309500,-0.00887600
-0.07155900,0.07338600,-0.01054500
-0.07063500,0.07339300,-0.01149000
-0.06968900,0.07337400,-0.01205700
-0.06866100,0.07350800,-0.01316100
-0.06767800,0.07355700,-0.01394100
-0.06668900,0.07359900,-0.01459200
-0.06570100,0.07364000,-0.01523700
-0.06471100,0.07368500,-0.01588300
-0.06373400,0.07367900,-0.01618300
-0.06272400,0.07372900,-0.01654100
-0.06173400,0.07372700,-0.01670100
-0.06072400,0.07376900,-0.01692600
-0.05973000,0.07377300,-0.01707300
-0.05874000,0.07377200,-0.01738000
-0.05772800,0.07382300,-0.01758300
-0.05672900,0.07383000,-0.01757400
-0.05573000,0.07383000,-0.01744300
-0.05473300,0.07385400,-0.01741200
-0.05373400,0.07385000,-0.01728500
-0.05272900,0.07380900,-0.01693200
-0.05173600,0.07382400,-0.01676900
-0.05073200,0.07381200,-0.01665200
-0.04972900,0.07378000,-0.01657400
-0.04872300,0.07381700,-0.01666000
-0.04771100,0.07383900,-0.01676400
-0.04671600,0.07383800,-0.01692100
-0.04566100,0.07410300,-0.01744500
-0.04473800,0.07389800,-0.01787800
-0.04372300,0.07394200,-0.01820300
-0.04273200,0.07395800,-0.01832200
-0.04173300,0.07394600,-0.01822700
-0.04074000,0.07395000,-0.01806500
-0.03973600,0.07393700,-0.01780000
-0.03872900,0.07391700,-0.01774400
-0.03772900,0.07393000,-0.01787400
-0.03673200,0.07396200,-0.01825500
-0.03573600,0.07401000,-0.01876600
-0.04118100,0.16665500,-0.01112100
-0.01320400,0.17124499,-0.02510700
-0.07596800,0.13818701,-0.00615500
-0.04013000,0.16068099,-0.01173300
-0.02874500,0.07533000,-0.03489600
-0.02774600,0.07539500,-0.03565600
-0.02676400,0.07544800,-0.03631700
-0.02576300,0.07550500,-0.03694900
-0.02475300,0.07556900,-0.03769200
-0.02378100,0.07561200,-0.03825100
-0.02281100,0.07563500,-0.03858200
-0.02180700,0.07566100,-0.03885300
-0.02079200,0.07568700,-0.03906500
-0.01977800,0.07569300,-0.03904600
-0.01877500,0.07569400,-0.03900100
-0.01777500,0.07569500,-0.03895700
-0.01677400,0.07569800,-0.03894500
-0.01577300,0.07569300,-0.03882300
-0.01477700,0.07569100,-0.03874100
-0.01377500,0.07568500,-0.03862200
-0.01277000,0.07567300,-0.03841900
-0.01176900,0.07566500,-0.03829100
-0.01076900,0.07566000,-0.03816100
-0.00976900,0.07565200,-0.03803300
-0.00876400,0.07563400,-0.03781200
-0.00776800,0.07561900,-0.03751800
-0.00674800,0.07558000,-0.03722500
-0.00574200,0.07557200,-0.03710400
-0.00476600,0.07558000,-0.03689400
-0.00375300,0.07554800,-0.03656400
-0.00276500,0.07553900,-0.03626100
-0.00176000,0.07552200,-0.03603100
-0.00075700,0.07551900,-0.03592100
0.00023100,0.07551300,-0.03574500
0.00123500,0.07549700,-0.03550500
0.00223000,0.07549300,-0.03535900
0.00323900,0.07547700,-0.03513800
0.00423300,0.07546100,-0.03486400
0.00523400,0.07544400,-0.03460100
0.00623900,0.07542800,-0.03436200
0.00725500,0.07541300,-0.03414700
0.00824100,0.07539500,-0.03385700
0.00923600,0.07535800,-0.03333600
0.01024200,0.07528300,-0.03232700
0.01127700,0.07521200,-0.03136900
0.01225800,0.07517300,-0.03083500
0.01325900,0.07514700,-0.03045900
0.01426200,0.07513000,-0.03009200
0.01526300,0.07510000,-0.02970300
0.01626600,0.07506200,-0.02919500
0.01723300,0.07502500,-0.02875000
0.01823600,0.07499500,-0.02837100
0.01923700,0.07496300,-0.02786900
0.02026100,0.07492600,-0.02728700
0.02126000,0.07489900,-0.02689700
0.02225600,0.07487000,-0.02650900
0.02326000,0.07484500,-0.02613200
0.02423600,0.07481200,-0.02570400
0.02526200,0.07477100,-0.02511500
0.02622200,0.07472900,-0.02454900
0.02724500,0.07466500,-0.02369300
0.02821700,0.07460700,-0.02289800
0.02924900,0.07454500,-0.02204600
0.00014000,0.10307100,-0.02250800
-0.07293000,0.12820400,-0.00868600
-0.02417700,0.17120001,-0.01975900
-0.07087400,0.11796300,-0.00822900
-0.08487100,0.11910100,-0.00207700
-0.03111100,0.16224600,-0.01462600
-0.04219300,0.16515300,-0.01062900
-0.06291200,0.11104900,-0.01459000
-0.06490300,0.11096600,-0.01330000
-0.01815100,0.16827001,-0.02023800
-0.06298200,0.12968600,-0.00825800
-0.05101900,0.14722399,-0.00224000
-0.05307700,0.15312800,-0.00337000
-0.02111900,0.16530000,-0.01752800
-0.07186600,0.11500700,-0.00776700
-0.04954700,0.14755701,-0.00269400
-0.04016000,0.16367400,-0.01200000
-0.03917300,0.16368200,-0.01253700
-0.03710600,0.16370600,-0.01382000
-0.03511000,0.16372000,-0.01446700
-0.01523300,0.17862600,-0.02699900
-0.03111400,0.16373999,-0.01524500
-0.02912100,0.16373301,-0.01554900
-0.02611600,0.16376200,-0.01590200
-0.02411200,0.16378900,-0.01600200
-0.02205100,0.16376799,-0.01625000
-0.02011900,0.16378500,-0.01655000
-0.07989300,0.12365800,-0.00558800
-0.07289000,0.12086600,-0.00826800
-0.06824500,0.17678000,-0.05827300
-0.04213200,0.16066700,-0.01070900
-0.02418400,0.17712501,-0.02009500
0.00114600,0.10307100,-0.02229700
0.00214200,0.10306500,-0.02215100
-0.07264200,0.07161500,-0.00744000
-0.07171300,0.07152400,-0.00752200
-0.07048900,0.07198200,-0.00974200
-0.06963200,0.07194700,-0.01046200
-0.06864600,0.07193700,-0.01113000
-0.06765200,0.07200900,-0.01201700
-0.06665500,0.07208700,-0.01290500
-0.06569100,0.07208900,-0.01358900
-0.06467400,0.07219500,-0.01431600
-0.06368700,0.07223500,-0.01498000
-0.06270800,0.07223100,-0.01538300
-0.06171500,0.07225400,-0.01577700
-0.06072400,0.07226400,-0.01605800
-0.05971000,0.07233400,-0.01638100
-0.05871500,0.07234100,-0.01652300
-0.05771400,0.07239100,-0.01674300
-0.05671800,0.07238800,-0.01675500
-0.05572100,0.07238300,-0.01663000
-0.05472400,0.07237100,-0.01651300
-0.05372400,0.07235500,-0.01625800
-0.05273200,0.07237100,-0.01608700
-0.05172900,0.07235000,-0.01583100
-0.05072300,0.07233900,-0.01571300
-0.04971800,0.07230800,-0.01564000
-0.04871400,0.07230400,-0.01565000
-0.04769500,0.07236200,-0.01597200
-0.04671100,0.07236800,-0.01643500
-0.04571700,0.07241900,-0.01708000
-0.04473400,0.07245500,-0.01763200
-0.04372400,0.07249700,-0.01798400
-0.04272300,0.07252100,-0.01806700
-0.04172700,0.07251000,-0.01796100
-0.04072900,0.07249700,-0.01770300
-0.03973100,0.07248600,-0.01744100
-0.03873200,0.07249500,-0.01741600
-0.03772200,0.07247800,-0.01749100
-0.03672600,0.07252700,-0.01800000
-0.03572700,0.07254000,-0.01812900
-0.03459000,0.07274500,-0.01996200
-0.01219800,0.17123599,-0.02575800
-0.06408800,0.16089700,-0.05761100
-0.07497100,0.13839500,-0.00644200
0.00315100,0.10307000,-0.02195500
-0.07786900,0.10622600,-0.00738900
0.00414700,0.10305500,-0.02179400
-0.02773000,0.07397200,-0.03538700
-0.02675500,0.07402400,-0.03604800
-0.02575300,0.07408900,-0.03681100
-0.02476300,0.07414300,-0.03745700
-0.02380000,0.07417700,-0.03803900
-0.02278300,0.07422800,-0.03853100
-0.02178600,0.07425300,-0.03880200
-0.02077500,0.07428000,-0.03902500
-0.01977300,0.07428400,-0.03903700
-0.01877300,0.07427800,-0.03894600
-0.01776900,0.07428500,-0.03893000
-0.01677000,0.07429600,-0.03900200
-0.01576600,0.07429600,-0.03896200
-0.01476500,0.07428800,-0.03880500
-0.01376600,0.07428100,-0.03864500
-0.01276200,0.07426500,-0.03841500
-0.01175800,0.07424800,-0.03818200
-0.01074400,0.07422900,-0.03797800
-0.00975700,0.07423200,-0.03792100
-0.00874900,0.07421000,-0.03769700
-0.00776300,0.07420100,-0.03739000
-0.00674200,0.07415400,-0.03694400
-0.00575800,0.07414200,-0.03663800
-0.00475500,0.07412400,-0.03638500
-0.00375300,0.07411000,-0.03614600
-0.00275700,0.07408700,-0.03595000
-0.00176000,0.07410600,-0.03587400
-0.00075500,0.07409600,-0.03578500
0.00023500,0.07409500,-0.03560300
0.00124000,0.07407900,-0.03537000
0.00224600,0.07405900,-0.03514300
0.00324000,0.07405700,-0.03497400
0.00424200,0.07404000,-0.03473900
0.00525000,0.07402200,-0.03451900
0.00623800,0.07401800,-0.03433800
0.00725100,0.07399000,-0.03399800
0.00825400,0.07396600,-0.03360900
0.00929100,0.07390600,-0.03303600
0.01025800,0.07387300,-0.03234200
0.01123200,0.07381100,-0.03152900
0.01223700,0.07378700,-0.03115900
0.01326600,0.07377100,-0.03084000
0.01425800,0.07374400,-0.03044600
0.01524200,0.07370800,-0.03002600
0.01626000,0.07367800,-0.02955400
0.01726200,0.07364300,-0.02904500
0.01825500,0.07361100,-0.02865100
0.01925500,0.07357600,-0.02814400
0.02023800,0.07352900,-0.02760100
0.02126000,0.07350400,-0.02713500
0.02225600,0.07347400,-0.02675000
0.02325100,0.07344500,-0.02635600
0.02425600,0.07340100,-0.02573000
0.02528000,0.07335600,-0.02513100
0.02627900,0.07330800,-0.02449400
0.02724300,0.07326100,-0.02380600
0.00514500,0.10304400,-0.02164700
-0.06522500,0.16672701,-0.05979600
-0.06204000,0.13843399,-0.00686000
-0.06996400,0.13846201,-0.00776700
-0.06987500,0.11796600,-0.00835400
-0.08586600,0.11907200,-0.00140200
-0.07492200,0.12671500,-0.00818800
-0.04209200,0.15617800,-0.00917100
-0.02121100,0.17713900,-0.02203200
-0.07490100,0.11063900,-0.00769200
0.00614000,0.10302600,-0.02136800
-0.06199000,0.12967800,-0.00799300
-0.05201900,0.14721499,-0.00210700
-0.08828300,0.11438300,0.04431800
-0.07165600,0.06390400,0.01906300
-0.06806000,0.15382300,-0.04989000
-0.06376700,0.06155800,0.02274700
-0.05710700,0.15458301,-0.00055800
-0.06428300,0.17536400,-0.06122000
-0.07685200,0.10626900,-0.00826100
0.00713600,0.10300800,-0.02108900
-0.02618600,0.17712000,-0.01857200
-0.01626100,0.17862000,-0.02601200
-0.05300200,0.07122000,0.03958700
-0.05788900,0.10832400,-0.01761800
-0.01727300,0.18009700,-0.02537800
-0.06499400,0.06239500,0.02352700
-0.07924400,0.06998200,0.01396800
-0.05602900,0.06748600,0.03684800
-0.08491900,0.11703500,0.04829800
-0.06727900,0.17676599,-0.05915100
-0.02321100,0.17713501,-0.02063700
-0.01099100,0.17723100,-0.02952000
-0.06487600,0.10952400,-0.01376800
0.00814500,0.10300400,-0.02076600
-0.07161000,0.07015900,-0.00639500
-0.07064500,0.07012300,-0.00669500
-0.06962300,0.07020600,-0.00731400
-0.06856400,0.07050400,-0.00966100
-0.06763400,0.07048500,-0.01035300
-0.06666300,0.07046600,-0.01090700
-0.06568100,0.07052300,-0.01181500
-0.06468400,0.07058800,-0.01257900
-0.06371200,0.07059300,-0.01312600
-0.06269900,0.07067900,-0.01386800
-0.06170400,0.07074300,-0.01463400
-0.06070700,0.07078900,-0.01514200
-0.05971300,0.07080200,-0.01541200
-0.05871300,0.07081300,-0.01554600
-0.05771100,0.07084900,-0.01564500
-0.05671200,0.07086100,-0.01563900
-0.05571400,0.07093200,-0.01568900
-0.05471800,0.07089900,-0.01559700
-0.05372100,0.07090800,-0.01544600
-0.05272100,0.07090900,-0.01543500
-0.05171800,0.07087300,-0.01534600
-0.05071000,0.07087400,-0.01519800
-0.04970100,0.07086600,-0.01506200
-0.04870200,0.07084800,-0.01512200
-0.04770500,0.07086100,-0.01541000
-0.04671000,0.07090200,-0.01593800
-0.04572000,0.07094100,-0.01646400
-0.04471800,0.07099700,-0.01710100
-0.04371500,0.07105000,-0.01759000
-0.04271400,0.07107000,-0.01769600
-0.04172000,0.07107600,-0.01753600
-0.04073100,0.07107200,-0.01725600
-0.03972000,0.07102100,-0.01694500
-0.03872100,0.07103500,-0.01692100
-0.03771400,0.07100700,-0.01685500
-0.03671900,0.07104300,-0.01723600
-0.03572100,0.07106800,-0.01749200
-0.03472200,0.07114600,-0.01838500
0.00913500,0.10301100,-0.02064200
-0.05688500,0.11117900,-0.01708300
-0.06518200,0.16096801,-0.05766900
-0.06898000,0.13846400,-0.00782500
-0.07588400,0.10632700,-0.00893800
-0.02770700,0.07253100,-0.03486100
-0.02674400,0.07258400,-0.03566400
-0.02576000,0.07263500,-0.03631900
-0.02476200,0.07270300,-0.03708300
-0.02378100,0.07275200,-0.03775100
-0.02278500,0.07279900,-0.03827300
-0.02178700,0.07282000,-0.03855600
-0.02077400,0.07284800,-0.03879300
-0.01976600,0.07286600,-0.03889400
-0.01876300,0.07287300,-0.03887100
-0.01776300,0.07287700,-0.03889300
-0.01676300,0.07288000,-0.03890100
-0.01576500,0.07288600,-0.03888200
-0.01476200,0.07288000,-0.03876000
-0.01376500,0.07287200,-0.03860800
-0.01275900,0.07285700,-0.03838300
-0.01176700,0.07284300,-0.03809600
-0.01076300,0.07281600,-0.03773300
-0.00975400,0.07280600,-0.03763900
-0.00874800,0.07279800,-0.03752700
-0.00773700,0.07275200,-0.03706300
-0.00675300,0.07272700,-0.03649300
-0.00575300,0.07270900,-0.03624100
-0.00475100,0.07269500,-0.03599500
-0.00374700,0.07267300,-0.03577700
-0.00274000,0.07266400,-0.03567300
-0.00174900,0.07267000,-0.03564800
-0.00074600,0.07266300,-0.03553200
0.00024800,0.07266100,-0.03536900
0.00124400,0.07264800,-0.03510800
0.00225000,0.07262600,-0.03488400
0.00324600,0.07262700,-0.03472300
0.00425000,0.07260700,-0.03449700
0.00524700,0.07260300,-0.03434300
0.00625500,0.07258400,-0.03411800
0.00723800,0.07257800,-0.03381300
0.00824900,0.07253400,-0.03333000
0.00925000,0.07249700,-0.03282000
0.01027300,0.07245200,-0.03223200
0.01124700,0.07242600,-0.03179800
0.01226800,0.07240500,-0.03147300
0.01326600,0.07238900,-0.03121000
0.01423800,0.07235900,-0.03088500
0.01524000,0.07232300,-0.03038400
0.01624600,0.07228800,-0.02988700
0.01725500,0.07225700,-0.02940200
0.01824600,0.07222200,-0.02900100
0.01925500,0.07219300,-0.02851300
0.02022200,0.07213800,-0.02793400
0.02129400,0.07211000,-0.02732200
0.02226100,0.07207200,-0.02686900
0.02329200,0.07202600,-0.02628700
0.02428600,0.07197700,-0.02563900
0.02525200,0.07193100,-0.02494900
0.02626700,0.07187200,-0.02420800
0.02728100,0.07182400,-0.02359200
-0.08698000,0.11237100,0.04266600
-0.03313500,0.16819200,-0.01575400
-0.05789900,0.11257800,-0.01597200
-0.03817200,0.16667700,-0.01302000
-0.04307800,0.15469100,-0.00814200
-0.06399200,0.13406201,-0.00777200
-0.07392500,0.12672800,-0.00843600
-0.06894600,0.13113500,-0.00874700
-0.06890800,0.11226700,-0.01051700
-0.05105500,0.15017700,-0.00351500
-0.06100400,0.12966800,-0.00770300
-0.07738000,0.07746500,0.03253000
-0.06874500,0.07084300,0.03475500
-0.02012800,0.16528399,-0.01769100
-0.05502100,0.14276700,-0.00162500
-0.04966800,0.07055000,0.03914600
-0.04006900,0.15771300,-0.01075100
-0.01916800,0.17122599,-0.02151400
-0.05112400,0.15758100,-0.00475100
-0.01527400,0.18010101,-0.02703900
-0.07486300,0.10636200,-0.00967700
-0.07390100,0.10642100,-0.01024100
-0.07289900,0.10646000,-0.01087700
-0.07091100,0.10795200,-0.01128500
-0.07438500,0.11131300,0.04636900
-0.05400800,0.14572300,-0.00127100
-0.06324600,0.07098300,0.03755100
-0.07907400,0.07138300,0.01983000
-0.07393100,0.12819199,-0.00844600
-0.02218900,0.17713100,-0.02137100
-0.00998900,0.17723800,-0.02951300
-0.05999300,0.12672700,-0.00781800
-0.05892300,0.11399000,-0.01475300
-0.08299200,0.13093901,-0.00341300
-0.05602700,0.14275800,-0.00201400
-0.06958800,0.06874300,-0.00572600
-0.06861800,0.06871700,-0.00655400
-0.06762100,0.06881500,-0.00772900
-0.06663000,0.06896900,-0.00898800
-0.06561900,0.06905500,-0.01008000
-0.06461800,0.06913000,-0.01098700
-0.06366500,0.06912600,-0.01180400
-0.06267600,0.06918100,-0.01257600
-0.06167800,0.06923600,-0.01320700
-0.06069300,0.06929500,-0.01385400
-0.05968600,0.06935900,-0.01433900
-0.05869300,0.06934700,-0.01435500
-0.05769100,0.06939600,-0.01445100
-0.05669800,0.06943500,-0.01455500
-0.05570100,0.06937300,-0.01434400
-0.05470200,0.06934900,-0.01423400
-0.05370300,0.06933900,-0.01410900
-0.05270000,0.06933700,-0.01410900
-0.05170400,0.06931300,-0.01415400
-0.05069200,0.06937900,-0.01431100
-0.04969500,0.06935700,-0.01436600
-0.04869200,0.06938100,-0.01462100
-0.04767500,0.06943100,-0.01510300
-0.04669600,0.06945300,-0.01554000
-0.04570000,0.06949700,-0.01605200
-0.04470900,0.06955300,-0.01655700
-0.04371300,0.06955900,-0.01684800
-0.04270600,0.06961400,-0.01702900
-0.04171600,0.06962800,-0.01686100
-0.04072700,0.06962000,-0.01660000
-0.03971800,0.06956200,-0.01629200
-0.03871600,0.06957000,-0.01613100
-0.03770700,0.06952800,-0.01609200
-0.03670700,0.06954800,-0.01634600
-0.03571100,0.06958600,-0.01672900
-0.03471400,0.06966100,-0.01761900
-0.06915000,0.15235800,-0.04707400
-0.05788900,0.11116200,-0.01671800
-0.07718300,0.10723700,0.03469600
-0.07659200,0.07707200,0.03304500
-0.06798400,0.13846999,-0.00792100
-0.06090500,0.11950800,-0.00974400
-0.06189200,0.11946600,-0.00942700
-0.02674500,0.07112200,-0.03504400
-0.02574000,0.07120700,-0.03591400
-0.02476500,0.07124800,-0.03658500
-0.02375700,0.07131800,-0.03733500
-0.02277700,0.07135600,-0.03788900
-0.02177300,0.07139200,-0.03827900
-0.02077800,0.07140100,-0.03844000
-0.01976300,0.07142400,-0.03853300
